x_1,x_2,x_3,x_4,y
12.370967109825758,17.597631015521568,12.617098832988754,16.376344859589867,7.565600668605468
11.396194092549402,15.866760489352384,13.358760250089833,15.54804372136026,7.332947380315062
11.791079918314686,18.5100729137021,14.266811695507068,18.12238709027807,7.905559529025193
11.128886780903338,17.98172879659279,15.476910283402589,18.304689877975694,8.328461271840325
10.497350153897102,16.64877626796239,13.429331346139573,17.785035191302555,8.792374842423701
9.960481794833854,20.525716561614725,16.112773899034465,19.45842228062729,9.581613989553686
11.50257509535164,15.038693260231463,16.177002961967247,18.803200649891163,7.682077867218254
12.934351706698568,17.762937538684668,15.571514280699413,17.785950956636572,9.450046168321744
12.37110743787749,17.177175024004836,15.029190072890911,18.75976520386898,9.592587033468655
14.656843197620796,18.52430766971684,15.484901727655865,18.34213293682001,8.569527950820383
12.014052889372467,22.334037064126832,14.621169558982718,18.91138223584682,8.22717674504823
11.054975858288628,19.2571436816143,16.100076514044517,18.65985212898692,9.772891144908785
14.245951438025344,18.786640239300215,18.377685770102158,20.859320838823063,9.417280832248942
11.468116565150215,21.05742068811954,17.518192170013585,19.029936579901523,11.165437625067852
12.950026714973863,16.756632190905734,16.553239406528814,20.17446747574679,10.031137096595856
13.428468304772005,20.403686521626007,17.660932857093357,23.194087578186235,9.96572322015564
14.89626392765164,19.710234598294992,17.29662326529214,22.471224426790357,11.802052793279813
14.371242234933934,19.759585804334623,18.210847770890993,21.216433576635385,9.805984066500677
14.287392241857205,23.859787298651383,17.350720723222448,20.185293885249642,10.067743460333622
13.927486535792548,19.407738868289734,18.278843064506095,24.19393732096726,11.343641812656266
15.320844515713192,17.144891825878627,19.11404580682145,21.125908129357235,10.612505658356556
13.843845430654893,23.884283329329627,18.086173786546894,20.226842268083523,10.147498812581572
15.243839097028822,19.857792386829818,17.188860024448733,20.276138612658492,9.881359577515024
15.112191228705402,25.5661635041335,20.21686043993305,23.55360628372916,11.232067953869485
15.589692876552585,22.104923234210077,18.853186553302855,25.20305274711895,11.020468027490743
14.003559293287303,23.080112326229134,19.887025934747577,24.099067793504407,12.442188285640398
16.969596353312664,24.78812329579412,20.32807296788323,20.788651164325255,12.496375380350226
16.340699947513762,23.526519044038825,19.070646352692616,22.856863905379353,11.22127929886883
15.185286990686425,24.2088218771182,22.993115687716433,22.960033741327624,12.471444074985087
14.06803790390856,20.802652009823742,20.864102810380448,24.652779333290542,11.668639344090453
13.07774399854562,25.842239751547197,20.302265609334583,23.081491018068004,11.374853890896059
13.10925668947482,26.014536939863106,20.013916393541514,24.09427785969217,12.553056380054123
16.41492294545209,21.32178161017869,21.39591903084368,27.322299592080444,13.517803160054243
16.47032153546811,25.722829008917184,20.401937784038335,24.4658198821951,11.70008246851943
17.865281221885148,23.171634098812397,21.036942461855844,24.526803005362282,11.64594163102307
19.04548204588456,27.008092090150434,18.83085279325458,27.7133453947529,12.565374103985317
16.550010824327455,26.928469066986,20.716578503921824,25.192008543076618,14.297741131016362
14.498911554872024,25.890481841901796,21.103957832002777,27.895438463962268,12.450800385904724
14.366194158255993,22.967982290951483,22.174500850047597,29.39855396247362,14.275801579978177
17.722018552962414,22.003461509121298,23.785355820470404,27.0205141228649,14.43368957535019
15.782848898950203,26.326766145741562,24.338359840581923,29.74922841055699,12.71695617903925
15.762687883333541,25.681248697643728,20.84945571828395,22.40774077530955,13.094852808521939
18.30951081079928,27.469608420820734,24.871000375404137,31.428104822866818,15.181094716206033
17.093069656827286,27.21083527589168,22.591661300876307,28.594681811359532,14.575945101930412
19.05956502273762,28.89022957912653,20.609723463535627,23.24572117128005,15.450961960240916
14.99929521051932,28.483099027495427,25.28558261008478,31.051608619809937,13.736154762527748
19.242571197029033,28.686848985955262,22.181997104492808,29.51553918622285,13.637219555422112
17.412095744304043,30.475809367526196,20.814822028306303,31.675668754746233,15.532343152316164
19.575436607911758,28.26204767453898,22.599650370855915,30.20118829925322,13.894520295561367
21.792254701896304,24.43091798189167,25.697391738865036,30.8814728625792,14.541215552747092
22.40538702613451,26.967141937098358,21.327662905328424,28.262371657417994,13.903402079451977
18.371985050036802,27.77296686263362,23.097541752451896,32.69460671813632,16.150416255084558
20.029860742872533,28.84412047074423,28.903606019070374,28.783938047620808,13.922770370485832
20.343205465434803,26.66851079322213,23.98413650349855,25.981220144673173,14.617752682152615
20.87703741754979,28.81743202844224,20.784245831247492,28.060251975428898,13.99889877150661
18.993378958938905,29.832831885311045,24.48558196924926,29.352702958447463,14.578460242682928
18.477632337984456,26.944313122485667,27.31404601195171,29.87597855308674,15.675992311894513
19.991574549455176,32.67731840132253,26.163536453865515,33.186379895803064,19.505817176598782
23.102578382929696,29.541709275173936,22.83936644000464,37.20415013876804,15.928139121588876
20.428402900650376,34.0960397081197,30.957764646507307,32.26008449045006,17.064617301976654
18.9242500106333,37.019661743024606,24.215044942992172,35.242014727933345,18.090205640708056
20.80824283970725,31.706054594577168,27.172211256142397,34.350297543879286,15.42292752644637
20.03579240196978,28.25815810425716,22.448334940028758,33.749037200500204,14.388969899379406
16.79291601854679,31.503202468292994,26.766757187027853,31.847426479010103,16.840567573957696
21.9964341790581,33.569492692848456,29.006729330389113,34.28640741866285,18.995280960207417
22.39047753282354,32.64200143592492,27.51059109446682,40.12633592696678,16.785188723444733
23.113751391312444,33.52227992042071,29.278651595176363,30.248348300356625,18.126789433236812
23.392870542773213,29.43104141975581,33.199254421219734,31.966774161359055,16.963772361299114
21.619059084726103,37.26110933465674,27.058073534613523,36.2864773984912,18.167272101133335
25.3946890996309,30.260033772569518,30.871789318336788,35.308821642602275,16.735039282039637
26.523882886598564,31.143295539977125,28.504088514075143,35.2084364569735,18.046865398119902
25.38443776798246,33.448863943799694,28.683626366075313,34.28833562331831,20.168488358613075
22.69807377415245,29.775246334184082,29.46793336425937,30.851846794502066,21.17038589840476
21.90271739321399,32.26402084539563,33.97425448623585,32.06140450633036,15.475481453090243
25.638478931329992,33.796334197766676,31.417716687437746,34.11075788206127,16.679167183866753
21.118428072229,32.6098391650676,29.056142618182697,37.29035841956853,16.677331663628312
20.293036658521025,29.53564833212024,31.288146240370992,38.82810935197446,16.58774396462755
24.21740851838155,34.116439012069556,32.82537462357305,38.42515078072134,20.669170610652845
19.72760304031851,40.32211820134114,29.625583916368257,38.85484618484531,16.90904655803727
22.52612375713548,31.238626239524322,35.06759750619757,35.7458724915801,19.513721089441425
21.305257480619435,30.092788550130955,29.60366270062919,38.9578089642364,17.888539173270104
23.629639876309625,32.054579766539774,33.61536040170559,37.49950679336142,17.37848476421086
24.765825109598094,39.797362330693495,32.84650986860791,42.91264806276425,19.4991276515425
23.021294136680364,33.93201837639698,32.10507756676311,30.50295222594383,21.802060788667152
21.9450086678643,34.45841179735178,27.510750051475345,34.67461495460978,17.93336791683635
26.853759831778365,43.40255712634182,34.89450811717235,35.642926836291295,19.91916872546436
25.892421381656035,33.714481368307545,37.6535354354047,36.337856425452536,18.7761423853593
28.40052369968982,31.512306974795443,32.25566641391442,38.59213027623138,21.210725538484972
27.00392441060704,38.96827968916017,35.71834994351767,40.040242367280406,17.485606182754477
27.07978416099075,39.0605908374798,31.319514199981725,42.803375436660644,20.352351102479272
24.108540813012546,39.72716947275228,36.64622978529734,41.202967448587074,19.29175563700728
23.828292169798218,37.27250455295012,29.137934644352306,41.17070832787419,21.001339075643365
28.356818682385565,40.28925358633295,37.049583362015476,39.71808438441257,20.063880347707155
25.567605926966568,40.85462887492009,33.94800307222645,37.46282563035288,19.930857716596414
26.157690148104532,37.9696095972825,32.61947120193047,37.78657663621331,19.91214037769997
25.071809497523184,31.607891958429015,38.13008059232414,38.53876704192148,22.20727676560469
22.738260521826664,40.855953058282715,36.52923504281991,38.29396401114042,20.839505520013336
25.61862076532475,38.472735512219366,38.52933276807311,39.0349834300553,19.535892060432644
22.51631697884835,42.240072858353805,36.55148870334326,36.43358568648176,21.253169378458235
29.553256179141645,38.56875896581346,39.13310475451003,44.063303800493415,21.466745466147895
27.417077571888278,38.15502652179839,33.72053704575171,41.61265439561569,21.75600313129524
26.4963158184488,42.40406263616932,38.5117703675085,40.96413727625078,22.137771170998178
25.08893523913126,41.00156710510483,32.57664952563042,40.14947679094909,23.81043817422507
25.216626644632594,46.450078495930015,32.93902123515815,51.05698517474824,22.664314084603046
23.362251628593903,41.07342975777058,36.32379734155605,50.668874597802635,21.889343318841277
29.337939817472225,40.55131566855186,37.94519220889336,37.78495832056559,21.97567814753478
26.492101184576835,44.33286964121488,36.609822296710476,43.93961721766002,23.7081202546454
28.154103968032608,47.56851629013264,38.658737888476864,42.43580118767555,21.901348923319244
27.54074617025194,41.83728579922868,38.80298094161379,42.78024676855296,23.820936527766925
29.99301078581459,45.827448557362416,34.98681062432372,42.17199114662525,23.280484082810737
31.02690189500748,37.33118189093981,37.56334950878595,40.32958951422214,19.756342325090298
31.44024118123497,37.1677329667213,37.49730140312834,50.90652206500279,21.26586715944501
29.500027761595145,41.037924406724,33.58076666808611,49.9953795633005,24.17629063752147
30.38513438933592,40.729856625878654,39.24265315236112,43.185700993656425,22.246008622489054
30.946247894996112,48.29914863944453,36.68882030978264,55.54993646551855,24.26624817822934
27.930737978682778,43.594973643992496,32.48746562111092,42.72105338977685,22.84398863458187
31.506915331309624,45.33573910716039,42.52723747791747,47.73603145576243,22.42574852357221
32.69174321237044,53.422093337836074,35.37197169444095,53.807537983939014,22.660523087761263
33.94351425785658,50.93268367857052,35.12146516479348,51.687688922327474,21.26869289184657
28.760441595706784,40.67939769317074,40.46040268108258,54.25837399022049,27.352978553918543
31.636182332818503,51.21638965677293,39.65243535138042,45.16187908879368,24.9548358595187
33.54281113201613,51.07128157298569,38.41064343341203,52.63157674609301,24.734330245195853
26.275304383775875,47.99911845284165,40.15889807767639,49.42130005948876,22.212443169496556
30.298292616239383,48.353025887166076,41.09878601485356,52.374630096961276,25.592657282212425
33.726208437725205,47.796865691390835,38.5881002612874,50.02930362299,25.783536894416212
34.17061504454069,51.16694773051487,40.09097044260029,54.83818360144568,21.131332395248176
29.24479267141068,53.235766042119444,44.205809745657724,54.17206380472195,25.913197629230726
33.196494332804356,44.169647344521266,39.60953754172247,46.15967749882944,22.810124057832233
37.44102172925801,52.77145360423221,41.895495191716186,49.185303507257935,22.36689763219623
29.29837802244952,48.36522470457743,35.28178368565171,52.618618032924836,25.559260432720933
31.961474024685295,46.994240587334055,43.88171431902704,52.432252856813435,23.85776504267107
30.290435576061096,47.43437279756925,41.67228996990432,58.28902677230883,25.243469173077077
37.53198272424503,54.87245682205368,30.449150074678045,52.114190155017276,23.710434152447924
31.096323885422812,48.206565910914016,42.87155552308535,53.843515106981926,22.752838152664623
31.815003489637817,42.74963994884323,42.706150988210986,48.85800074091602,24.02126738673658
32.552615708977676,48.280928015585204,43.42476088597953,52.10291942301451,23.989576669804993
34.90605200655576,56.44765857803653,37.9689302890302,62.43994438854855,26.86970526330903
31.004005772551917,50.70037250404419,45.12753720288072,53.05101412670523,27.49505021475375
37.393309647006056,58.79165003297787,45.86077521938151,46.18776630316354,25.72508729919206
32.567428936702676,56.882340152549375,46.71772502231475,60.30969908259665,26.726526713307994
36.34864378595425,53.877178789949184,43.511652721221886,46.44113763351683,27.88302394714177
30.309195841876914,48.061342649551264,44.24614977048195,54.39950365610838,24.463449245268457
38.68338565819942,59.22300381225216,50.33874680382985,58.64358237486476,24.26252930638139
32.791152595360856,61.7974831419053,48.211120062397406,61.72796451897486,27.115670218127097
28.87024782513009,53.17756778708746,50.32482329840054,55.59824298825076,25.909201043213745
33.32515790254112,49.29697669523515,40.9827234591467,61.6699750568545,27.72887137361278
36.52771663915174,52.582130807877434,37.17977579361196,66.21336752016677,27.535912854658477
34.00205272415555,52.20668710937537,46.98752488322469,57.428953972730305,24.544960268837745
32.896074625988966,53.570722072304,56.68348631085642,59.77155576544889,25.956013912339284
35.55754385752507,55.78517644488266,49.051470779411055,51.4858079203527,27.735738490102868
35.04460378115091,56.63727835673462,51.71256171768848,56.11628860827586,31.517959813003227
33.627972538716186,57.30715415352811,43.20143943953945,51.74135349960987,31.245072905994427
41.54094661195104,54.27507635962006,42.42978810651125,54.74948990134766,27.640496859327886
34.78290467865116,58.09798274323397,47.18909787940684,53.67823066423821,27.421848895532705
36.05678748552376,57.63328838187009,56.838111432908306,54.84710602413871,28.278766421408772
39.42697745803054,62.51022753404569,51.98082164095226,59.42897403233321,24.90277651459187
33.99031045661419,62.25458188702078,40.50500857637831,56.16213089732208,28.82939732964773
35.12041391704532,64.16800847915536,46.84278134739042,65.485262790271,32.098858453796886
37.92897917930677,56.808119538503774,47.43006791144437,58.63559106562367,26.365390424873045
39.05064452968695,47.523476834445574,54.67242079715588,59.78928761781434,26.456505174947317
36.92410697733626,56.126116341931464,48.670762229876196,70.05345794675851,31.146622706643537
41.95345797086396,63.714444890768775,47.08310709003774,62.30256470312786,28.34928002783272
37.48176888199396,54.709501797101964,39.54868144028488,57.39622565653061,28.17330681052763
33.71790880841934,50.41806500219422,47.23162953460416,55.829992211199304,32.360051707034465
36.81501840213508,59.25565186437985,47.395191707646504,57.88512284512823,32.41142018218426
36.032126688547834,60.91183057196116,48.96475715398752,64.59444408194666,27.13266617228989
36.74997367850242,58.56631835064715,50.631636080153655,62.428832372500935,30.706902623045668
42.09529166339606,55.22797084789609,44.13958308779403,57.25535887749338,32.525425391195384
37.23965012550755,57.84061325861442,56.16812664407729,51.41445631236706,31.050106782495586
38.918949181992915,59.33278919480365,46.7468023629094,64.99918439070848,26.30552974581402
34.8585178640416,54.05822110414647,51.395148666129266,62.132355898706884,26.19703154426353
42.77657828560028,58.9852461436285,52.669990077172706,57.517879653272104,27.84323234903361
42.022468200550485,50.27077338144106,44.84165527613197,64.04739841927328,35.00777038012085
39.15494829009098,57.75172276214346,57.28593506176428,63.11634033516732,31.29839822617746
38.082226461392615,55.943554882286435,51.449429099281375,57.58032404414156,30.949495762118282
37.935133877813094,55.70402999008288,52.65975366787095,71.1010325621568,28.09640435059464
33.87343486016349,51.34868295709245,46.24923824736205,66.53724794213203,30.90167733676072
39.086887010085384,60.31529647240731,52.64667218438501,66.49058796938725,33.873506220856335
36.16375210371771,60.50833262780951,47.34335470786902,58.8825762942795,30.335168608336925
40.504826558736696,66.56783184989955,58.73155153535589,68.35490842302607,32.69669821869333
42.944621210846165,56.878572631144245,47.402916731578074,63.56347105630176,31.62044833379094
42.09216147825246,66.36918031341627,48.661056513235856,62.20154388207212,29.28704215478514
37.09691290379639,58.51373995520947,54.56335090034595,62.148910976621835,28.8439310659275
40.04294285143625,63.20108626718319,51.79695251411681,65.03903161096551,28.679953800707008
41.54508609962019,57.330296719237836,55.43314147042088,74.1594780769306,28.25789376344768
44.87577276409414,70.92552911509375,52.952771657790166,71.69056440646192,36.72629954635036
47.33833969291472,64.45300648463233,56.98829858745419,60.48467857499601,28.778871887842193
